"","CustomerID","mean","sum","n"
"111",12483,26.0156944444444,1873.13,72
"112",12484,11.2926878612717,3907.27,346
"113",12488,23.0492592592593,1244.66,54
"114",12489,21.3521428571429,298.93,14
"115",12490,20.6805531914894,4859.93,235
"116",12491,16.976,424.4,25
"117",12492,12.6227777777778,227.21,18
"118",12493,18.1268181818182,398.79,22
"119",12494,12.9266233766234,995.35,77
"120",12497,73.3153846153846,953.1,13
"121",12498,16.652380952381,349.7,21
"122",12500,73.2049090909091,4026.27,55
"123",12501,12.2369811320755,1945.68,159
"124",12502,21.097676056338,2995.87,142
"125",12504,4.28571428571429,60,14
"126",12506,3.19565217391304,73.5,23
"127",12507,50.303,1006.06,20
"128",12508,5.77202898550725,398.27,69
"129",12509,26.4166666666667,158.5,6
"130",12510,26.2764516129032,814.57,31
"131",12512,4.05970588235294,138.03,34
"132",12513,15.2225714285714,532.79,35
"133",12514,19.9545098039216,1017.68,51
"134",12515,18.58,278.7,15
"135",12516,49.4191666666667,1186.06,24
"136",12517,8.07381625441696,2284.89,283
"137",12518,15.4696638655462,1840.89,119
"138",12519,16.8729411764706,286.84,17
"139",12520,15.2967333333333,2294.51,150
"140",12521,14.7481081081081,545.68,37
"141",12522,15.672,156.72,10
"142",12523,15.6185849056604,1655.57,106
"143",12524,29.0126470588235,3945.72,136
"144",12526,17.245,1172.66,68
"145",12527,19.4535294117647,330.71,17
"146",12528,18.3626966292135,1634.28,89
"147",12530,22.83796875,1461.63,64
"148",12531,7.36588235294118,125.22,17
"149",12532,20.922,313.83,15
"150",12534,15.8254838709677,981.18,62
"151",12535,21.0691176470588,716.35,34
"152",12536,15.489776119403,4151.26,268
"153",12538,17.3309523809524,363.95,21
"154",12539,20.3968864468864,5568.35,273
"155",12540,24.7608620689655,11489.04,464
"156",12541,17.1669387755102,841.18,49
"157",12544,15.7736842105263,299.7,19
"158",12545,17.3414583333333,832.39,48
"159",12546,14.7279411764706,1001.5,68
"160",12547,25.3,151.8,6
"161",12548,16.8,67.2,4
"162",12550,14.7291071428571,824.83,56
"163",12551,16.8,168,10
"164",12552,16.7273684210526,317.82,19
"165",12553,17.3168449197861,3238.25,187
"166",12556,4.98933884297521,603.71,121
"167",12557,363.362424242424,11990.96,33
"168",12558,0,0,22
"169",12559,23.8195238095238,500.21,21
"170",12560,17.2971559633028,1885.39,109
"171",12561,14.928125,238.85,16
"172",12562,21.0294409937888,3385.74,161
"173",12564,20.145,402.9,20
"174",12565,13.117,131.17,10
"175",12566,15.4052631578947,292.7,19
"176",12567,18.2921758241758,8322.94,455
"177",12569,19.8037341772152,3128.99,158
"178",12571,15.2826470588235,519.61,34
"179",12572,14.9453333333333,896.72,60
"180",12573,5.73357142857143,160.54,28
"181",12574,18.245,182.45,10
"182",12576,14.6851685393258,1306.98,89
"183",12577,4.0234693877551,591.45,147
"184",12578,20.0115254237288,2361.36,118
"185",12579,12.9213793103448,374.72,29
"186",12580,16.5086956521739,379.7,23
"187",12581,12.8364285714286,179.71,14
"188",12582,17.568,351.36,20
"189",12583,28.2099574468085,6629.34,235
"190",12584,14.4796,1809.95,125
"191",12585,18.598,1766.81,95
"192",12586,14.995,179.94,12
"193",12587,34.6666666666667,104,3
"194",12588,19.4333333333333,174.9,9
"195",12589,17.4145454545455,574.68,33
"196",12590,135.33884057971,9338.38,69
"197",12591,14.754,368.85,25
"198",12592,25.1,401.6,16
"199",12593,19.105,382.1,20
"200",12594,28.1422807017544,3208.22,114
"201",12596,18.0108,450.27,25
"202",12597,14.605380952381,3067.13,210
"203",12598,21.7709375,2786.68,128
"204",12599,16.156,888.58,55
"205",12600,42.797037037037,2311.04,54
"206",12601,19.9816666666667,479.56,24
"207",12602,12.76,153.12,12
"208",12603,613.2,613.2,1
"209",12604,15.7453333333333,236.18,15
"210",12605,-2.5,-7.5,3
"211",12607,0,0,202
"212",12609,16.9271929824561,964.85,57
"213",12610,15.9438317757009,1705.99,107
"214",12611,18.3587692307692,1193.32,65
"215",12612,30.3795,607.59,20
"216",12613,18.660251572327,2966.98,159
"217",12614,15.78,315.6,20
"218",12615,20.7246534653465,2093.19,101
"219",12616,17.2132352941176,585.25,34
"220",12617,8.465,355.53,42
"221",12618,13.731,137.31,10
"222",12619,33.8233720930233,2908.81,86
"223",12620,14.3231868131868,1303.41,91
"224",12621,27.048399122807,12334.07,456
"225",12622,16.21,162.1,10
"226",12623,15.8294117647059,269.1,17
"227",12624,15.8091666666667,569.13,36
"228",12625,26.8445454545455,2362.32,88
"229",12626,19.2025167785235,5722.35,298
"230",12627,18.2255803571429,4082.53,224
"231",12628,17.89025,715.61,40
"232",12630,16.6270967741935,1030.88,62
"233",12631,16.0166666666667,480.5,30
"234",12633,19.2588888888889,1906.63,99
"235",12635,15.2442424242424,1509.18,99
"236",12637,14.8955128205128,5809.25,390
"237",12638,13.4655263157895,511.69,38
"238",12639,17.4333333333333,366.1,21
"239",12640,19.8916,994.58,50
"240",12641,16.2111111111111,145.9,9
"241",12642,20.5740909090909,905.26,44
"242",12643,168.98,3041.64,18
"243",12644,15.4164516129032,477.91,31
"244",12645,23.0197142857143,1611.38,70
"245",12646,29.9326666666667,1346.97,45
"246",12647,26.903652173913,3093.92,115
"247",12648,15.0025,300.05,20
"248",12649,17.7325806451613,549.71,31
"249",12650,12.76,242.44,19
"250",12651,12.6666666666667,114,9
"251",12652,15.7706,788.53,50
"252",12653,51.3918604651163,2209.85,43
"253",12654,15.5876470588235,529.98,34
"254",12656,28.40576,3550.72,125
"255",12657,19.3857692307692,1008.06,52
"256",12658,18.0585714285714,632.05,35
"257",12659,18.42,73.68,4
"258",12660,18.925,227.1,12
"259",12662,15.8156756756757,3511.08,222
"260",12664,156.852857142857,4391.88,28
"261",12665,14.5833333333333,43.75,3
"262",12666,-113.72,-227.44,2
"263",12667,14.3790625,460.13,32
"264",12668,18.9828048780488,3113.18,164
"265",12669,14.5686734693878,1427.73,98
"266",12670,30.7207865168539,2734.15,89
"267",12672,22.59,225.9,10
"268",12673,14.0126829268293,574.52,41
"269",12674,20.6127586206897,1793.31,87
"270",12676,27.984358974359,1091.39,39
"271",12678,103.404150943396,16441.26,159
"272",12679,17.2436538461538,896.67,52
"273",12680,16.1389795918367,790.81,49
"274",12681,19.7585714285714,12309.59,623
"275",12682,22.234314516129,11028.22,496
"276",12683,21.0804871060172,7357.09,349
"277",12684,21.1594897959184,2073.63,98
"278",12685,17.0535099337748,2575.08,151
"279",12686,11.8566666666667,71.14,6
"280",12688,28.5018128654971,4873.81,171
"281",12689,16.2801428571429,1139.61,70
"282",12690,22.334,335.01,15
"283",12691,34.362962962963,927.8,27
"284",12693,18.5664864864865,686.96,37
"285",12694,21.762,761.67,35
"286",12695,21.5592592592593,582.1,27
"287",12697,18.4755,739.02,40
"288",12700,17.1439015151515,4525.99,264
"289",12701,14.2296078431373,725.71,51
"290",12702,18.2727272727273,201,11
"291",12703,12.2238095238095,256.7,21
"292",12704,21.4918518518519,1740.84,81
"293",12705,18.5036257309942,6328.24,342
"294",12707,18.2854545454545,603.42,33
"295",12708,14.3068292682927,2346.32,164
"296",12709,35.8157370517928,8989.75,251
"297",12710,13.2180263157895,1004.57,76
"298",12712,29.622109375,3791.63,128
"299",12713,21.4743243243243,794.55,37
"300",12714,16.9088976377953,4294.86,254
"301",12715,13.693,273.86,20
"302",12716,14.380447761194,963.49,67
"303",12717,15.6788679245283,830.98,53
"304",12718,11.2361111111111,202.25,18
"305",12719,13.4025,536.1,40
"306",12720,14.6395375722543,5065.28,346
"307",12721,14.930253164557,2358.98,158
"308",12722,15.8273214285714,886.33,56
"309",12723,10.3980882352941,707.07,68
"310",12724,18.8451020408163,923.41,49
"311",12725,16.1652173913043,371.8,23
"312",12726,20.6076923076923,2411.1,117
"313",12727,25.7571428571429,3425.7,133
"314",12728,17.3411904761905,728.33,42
"315",12729,16.6804,417.01,25
"316",12731,67.8560363636364,18660.41,275
"317",12732,19.8418181818182,218.26,11
"318",12733,17.4522727272727,383.95,22
"319",12734,27.6,110.4,4
"320",12735,16.8187804878049,689.57,41
"321",12736,48,144,3
"322",12738,13.735,137.35,10
"323",12739,26.3659459459459,975.54,37
"324",12740,15.837037037037,427.6,27
"325",12743,4.07783582089552,546.43,134
"326",12744,42.4204186046512,9120.39,215
"327",12747,40.7379611650485,4196.01,103
"328",12748,6.59453385247675,30486.53,4623
"329",12749,16.7454545454545,3868.2,231
"330",12750,18.392,275.88,15
"331",12752,82.3920754716981,4366.78,53
"332",12753,91.4087391304348,21024.01,230
"333",12754,47.7895238095238,3010.74,63
"334",12755,444.15,2220.75,5
"335",12756,28.02,112.08,4
"336",12757,11.4322404371585,4184.2,366
"337",12758,28.7792783505155,2791.59,97
"338",12759,15.3417391304348,1411.44,92
"339",12762,25.4107462686567,1702.52,67
"340",12763,27.4488888888889,494.08,18
"341",12764,37.6417777777778,1693.88,45
"342",12766,21.1033660130719,6457.63,306
"343",12769,35.7375,1143.6,32
"344",12770,112.620833333333,1351.45,12
"345",12772,13.9346296296296,752.47,54
"346",12775,20.1006451612903,1246.24,62
"347",12778,15.7552272727273,693.23,44
"348",12779,24.3314465408805,3868.7,159
"349",12781,23.99,671.72,28
"350",12782,18.4443137254902,1881.32,102
"351",12783,16.6137179487179,1295.87,78
"352",12784,8.93827586206897,518.42,58
"353",12785,17.8364285714286,249.71,14
"354",12787,24.6270588235294,418.66,17
"355",12789,25.6166666666667,76.85,3
"356",12790,14.746,294.92,20
"357",12791,177.6,177.6,1
"358",12792,14.3558333333333,344.54,24
"359",12793,20.9763636363636,461.48,22
"360",12794,19.1202222222222,860.41,45
"361",12795,24.4984615384615,318.48,13
"362",12797,10.38625,166.18,16
"363",12798,872.13,6977.04,8
"364",12802,15.3032,382.58,25
"365",12808,16.8759259259259,455.65,27
"366",12809,16.0144,400.36,25
"367",12811,16.3875,458.85,28
"368",12812,15.3093333333333,229.64,15
"369",12814,85.92,85.92,1
"370",12815,19.188,863.46,45
"371",12816,16.7481481481481,452.2,27
"372",12817,42.0133333333333,126.04,3
"373",12818,77.192,1157.88,15
"374",12820,15.9718644067797,942.34,59
"375",12821,15.4533333333333,92.72,6
"376",12822,19.5527659574468,918.98,47
"377",12823,351.9,1759.5,5
"378",12824,15.8848,397.12,25
"379",12826,15.6182978723404,1468.12,94
"380",12827,17.206,430.15,25
"381",12828,18.19125,1018.71,56
"382",12829,21.0875,253.05,12
"383",12830,179.332631578947,6814.64,38
"384",12831,23.8944444444444,215.05,9
"385",12832,14.1862962962963,383.03,27
"386",12833,17.3908333333333,417.38,24
"387",12834,17.3544444444444,312.38,18
"388",12836,14.9306285714286,2612.86,175
"389",12837,11.175,134.1,12
"390",12838,5.55390243902439,683.13,123
"391",12839,17.7400634920635,5588.12,315
"392",12840,23.3988793103448,2714.27,116
"393",12841,8.83006833712984,3876.4,439
"394",12842,32.9114705882353,1118.99,34
"395",12843,15.5625925925926,1680.76,108
"396",12844,6.26846153846154,325.96,52
"397",12845,13.1144444444444,354.09,27
"398",12847,9.57736263736264,871.54,91
"399",12849,21.0867346938775,1033.25,49
"400",12851,2.7036,135.18,50
"401",12852,14.9875,299.75,20
"402",12853,22.4011904761905,1881.7,84
"403",12854,11.21,1289.15,115
"404",12855,12.7,38.1,3
"405",12856,6.82233438485804,2162.68,317
"406",12857,24.0521739130435,1106.4,46
"407",12863,84.0333333333333,504.2,6
"408",12864,49.04,147.12,3
"409",12865,16.1257291666667,1548.07,96
"410",12866,19.9648,499.12,25
"411",12867,7.2554,3990.47,550
"412",12868,15.0192523364486,1607.06,107
"413",12870,-7.45,-14.9,2
"414",12871,34.6036363636364,380.64,11
"415",12872,9.09045454545454,599.97,66
"416",12873,93.5,374,4
"417",12875,171.615,343.23,2
"418",12876,24.7351807228916,2053.02,83
"419",12877,9.97253246753247,1535.77,154
"420",12878,17.1763265306122,841.64,49
"421",12879,46.0475,552.57,12
"422",12881,42.5714285714286,298,7
"423",12882,112.541538461538,1463.04,13
"424",12883,16.7492857142857,703.47,42
"425",12884,44.15,309.05,7
"426",12885,16.0870833333333,1158.27,72
"427",12886,15.7103488372093,1351.09,86
"428",12888,44.8242857142857,313.77,7
"429",12890,4.63987804878049,380.47,82
"430",12891,110.333333333333,331,3
"431",12893,5.53352941176471,188.14,34
"432",12895,14.4708333333333,347.3,24
"433",12897,54.125,216.5,4
"434",12901,132.651544715447,16316.14,123
"435",12902,13.868,138.68,10
"436",12904,7.0775,509.58,72
"437",12906,46.3461904761905,2919.81,63
"438",12908,120,360,3
"439",12909,22.1753125,2128.83,96
"440",12910,41.0005333333333,3075.04,75
"441",12912,69.2625,1662.3,24
"442",12913,49.6726,2483.63,50
"443",12915,16.5295454545455,363.65,22
"444",12916,27.3610091743119,2982.35,109
"445",12917,297,594,2
"446",12919,25.0276923076923,1301.44,52
"447",12920,5.86535714285714,164.23,28
"448",12921,22.1184075573549,16389.74,741
"449",12922,14.4778571428571,405.38,28
"450",12923,6.27571428571429,175.72,28
"451",12924,30.7333333333333,922,30
"452",12925,15.4233333333333,694.05,45
"453",12928,24.5559523809524,2062.7,84
"454",12929,11.6777777777778,105.1,9
"455",12930,15.1814814814815,409.9,27
"456",12931,332.126831683168,33544.81,101
"457",12933,5.66616822429907,606.28,107
"458",12935,16.5880769230769,2156.45,130
"459",12936,16.0777777777778,1012.9,63
"460",12937,12.5355833333333,1504.27,120
"461",12938,12.6822222222222,114.14,9
"462",12939,246.421276595745,11581.8,47
"463",12940,8.50766990291262,876.29,103
"464",12942,9.11866666666667,683.9,75
"465",12943,-3.75,-3.75,1
"466",12944,20.1503333333333,604.51,30
"467",12945,20.1282608695652,462.95,23
"468",12947,13.6630097087379,1407.29,103
"469",12948,17.4042372881356,2053.7,118
"470",12949,18.917899543379,4143.02,219
"471",12950,80.1304347826087,1843,23
"472",12951,16.0318461538462,1042.07,65
"473",12952,17.2855,1382.84,80
"474",12953,19.4029411764706,329.85,17
"475",12955,25.8702732240437,4734.26,183
"476",12956,5.68789473684211,108.07,19
"477",12957,16.3075409836066,3979.04,244
"478",12962,16.649375,266.39,16
"479",12963,19.5434736842105,1856.63,95
"480",12965,7.08174311926606,771.91,109
"481",12966,16.018,160.18,10
"482",12967,36.2045454545455,1194.75,33
"483",12968,27.19,135.95,5
"484",12970,2.99496688741722,452.24,151
"485",12971,35.6148534201954,10933.76,307
"486",12974,18.1,144.8,8
"487",12976,33.5727272727273,738.6,22
"488",12977,4.36,39.24,9
"489",12980,295.5025,7092.06,24
"490",12981,18.611,372.22,20
"491",12982,11.0941176470588,377.2,34
"492",12984,24.375,97.5,4
"493",12985,15.5848717948718,1215.62,78
"494",12987,18.1666666666667,545,30
"495",12988,5.81869565217391,535.32,92
"496",12989,100.801617647059,6854.51,68
"497",12990,31.5,409.5,13
"498",12991,16.2503225806452,503.76,31
"499",12993,15.3614814814815,414.76,27
"500",12994,12.3591780821918,902.22,73
"501",12995,40.144,200.72,5
"502",12997,17.8797014925373,1197.94,67
"503",12999,16.2814285714286,455.88,28
"504",13000,17.2532258064516,534.85,31
"505",13001,28.6488888888889,9797.92,342
"506",13002,17.2785714285714,120.95,7
"507",13003,24.8416666666667,149.05,6
"508",13004,13.7247677261614,5613.43,409
"509",13005,16.1706896551724,468.95,29
"510",13006,20.3925,81.57,4
"511",13008,11.898,178.47,15
"512",13011,16.85,50.55,3
"513",13012,12.4218867924528,1316.72,106
"514",13013,21.563018018018,4786.99,222
"515",13014,27.3612195121951,3365.43,123
"516",13015,19.0129545454545,3346.28,176
"517",13016,16.806170212766,789.89,47
"518",13017,204,204,1
"519",13018,15.8447712418301,7272.75,459
"520",13021,19.2865671641791,2584.4,134
"521",13023,15.7868421052632,599.9,38
"522",13026,22.4707142857143,943.77,42
"523",13027,265.846153846154,6912,26
"524",13028,14.0357446808511,659.68,47
"525",13029,124.75,1247.5,10
"526",13030,8.07555555555555,799.48,99
"527",13032,13.2869333333333,996.52,75
"528",13033,17.3227272727273,190.55,11
"529",13034,17.3721621621622,642.77,37
"530",13035,29.5543333333333,886.63,30
"531",13037,18.355625,881.07,48
"532",13038,32.445,908.46,28
"533",13040,15.7439534883721,676.99,43
"534",13043,33.6835714285714,471.57,14
"535",13044,16.9839393939394,560.47,33
"536",13045,16.96,305.28,18
"537",13046,17.9802857142857,629.31,35
"538",13047,15.9231958762887,3089.1,194
"539",13048,13.1818248175182,1805.91,137
"540",13049,46.9057142857143,656.68,14
"541",13050,13.493729216152,5680.86,421
"542",13052,19.3416666666667,348.15,18
"543",13055,15.4097435897436,1201.96,78
"544",13058,33.925,271.4,8
"545",13059,22.925,183.4,8
"546",13060,20.502,307.53,15
"547",13061,24.861,248.61,10
"548",13062,31.5436363636364,346.98,11
"549",13064,16.2244927536232,1119.49,69
"550",13065,14.7042857142857,205.86,14
"551",13066,8.79387755102041,430.9,49
"552",13067,7.69733333333333,115.46,15
"553",13068,172,344,2
"554",13069,7.91025531914894,3717.82,470
"555",13070,25.4222222222222,228.8,9
"556",13072,25.3071428571429,177.15,7
"557",13075,41.8004545454545,919.61,22
"558",13077,6.51133928571429,729.27,112
"559",13078,32.7165263157895,12432.28,380
"560",13079,36.6833333333333,220.1,6
"561",13080,9.68,58.08,6
"562",13081,26.4887121212121,27972.08,1056
"563",13082,47.9397333333333,3595.48,75
"564",13083,16.875,303.75,18
"565",13085,9.39241379310345,272.38,29
"566",13089,30.9024663435649,57385.88,1857
"567",13090,54.2149375,8674.39,160
"568",13091,13.3258333333333,319.82,24
"569",13092,17.6857692307692,459.83,26
"570",13093,45.5380588235294,7741.47,170
"571",13094,56.962,1708.86,30
"572",13095,12.4,74.4,6
"573",13097,13.5510779816514,5908.27,436
"574",13098,47.3700495867769,28658.88,605
"575",13099,207.36,207.36,1
"576",13101,12.64875,101.19,8
"577",13102,20.4396451612903,6336.29,310
"578",13103,30.4925,243.94,8
"579",13104,54.924,1098.48,20
"580",13106,29.75,59.5,2
"581",13107,25.4011666666667,1524.07,60
"582",13108,35.006,350.06,10
"583",13109,15.3368,766.84,50
"584",13110,9.95116438356164,1452.87,146
"585",13113,37.8548561151079,10523.65,278
"586",13115,16.7093181818182,2205.63,132
"587",13116,15.6512903225806,485.19,31
"588",13117,12.9593421052632,984.91,76
"589",13118,13.719512195122,1125,82
"590",13120,30.6,30.6,1
"591",13121,4.80622641509434,254.73,53
"592",13122,16.7707272727273,922.39,55
"593",13124,16.4524680851064,3866.33,235
"594",13126,14.4809154929577,2056.29,142
"595",13127,17.278,259.17,15
"596",13130,32,64,2
"597",13131,22.5934782608696,1039.3,46
"598",13132,25.7666666666667,77.3,3
"599",13133,15.6857142857143,109.8,7
"600",13134,16.5774285714286,1740.63,105
"601",13135,3096,3096,1
"602",13136,18.3120863309353,2545.38,139
"603",13137,5.18524147727273,3650.41,704
"604",13138,15.2760317460317,962.39,63
"605",13139,29.0562643678161,5055.79,174
"606",13140,9.21130434782609,423.72,46
"607",13141,17.5426470588235,2385.8,136
"608",13142,13.3517391304348,307.09,23
"609",13144,36.9833333333333,110.95,3
"610",13145,87.8242857142857,614.77,7
"611",13146,13.4652941176471,228.91,17
"612",13147,178.2,712.8,4
"613",13148,9.64979827089337,3348.48,347
"614",13149,19.4890697674419,1676.06,86
"615",13151,16.6716,1250.37,75
"616",13153,32.4146666666667,486.22,15
"617",13155,11.4324705882353,971.76,85
"618",13157,19.3434831460674,1721.57,89
"619",13158,15.2032911392405,1201.06,79
"620",13159,11.3094262295082,1379.75,122
"621",13160,22.95,91.8,4
"622",13161,14.09375,112.75,8
"623",13162,20.0608536585366,1644.99,82
"624",13165,24.3209523809524,1021.48,42
"625",13166,9.87380952380952,414.7,42
"626",13167,12.17703125,779.33,64
"627",13168,9.85067669172932,1310.14,133
"628",13169,54.8369230769231,712.88,13
"629",13170,3.6253125,116.01,32
"630",13171,8.891875,426.81,48
"631",13173,8.22441860465116,353.65,43
"632",13174,8.98731629392971,2813.03,313
"633",13176,6.845,492.84,72
"634",13177,16.6147058823529,282.45,17
"635",13178,21.6055471698113,5725.47,265
"636",13182,11.0163636363636,121.18,11
"637",13183,42.1040425531915,3957.78,94
"638",13184,9.05379120879121,1647.79,182
"639",13185,71.4,71.4,1
"640",13186,18.3296428571429,1539.69,84
"641",13187,6.37891891891892,236.02,37
"642",13188,57.3,114.6,2
"643",13189,8.98896551724138,260.68,29
"644",13192,14.4752380952381,911.94,63
"645",13193,4.0648275862069,117.88,29
"646",13194,20.2333333333333,60.7,3
"647",13196,16.3434545454545,1797.78,110
"648",13198,14.7776855895197,3384.09,229
"649",13199,82.2601680672269,9788.96,119
"650",13200,18.915,870.09,46
"651",13203,15.2536842105263,869.46,57
"652",13207,31.2825,250.26,8
"653",13208,8.15931972789116,1199.42,147
"654",13209,17.6904559270517,5820.16,329
"655",13210,16.0672727272727,353.48,22
"656",13211,21.3825,1197.42,56
"657",13212,5.4586013986014,780.58,143
"658",13213,16.5046739130435,1518.43,92
"659",13216,66.748,333.74,5
"660",13217,19.0885714285714,133.62,7
"661",13218,12.528,62.64,5
"662",13220,39.0138095238095,819.29,21
"663",13221,12.9978461538462,844.86,65
"664",13223,32.64,163.2,5
"665",13224,19.8875,2147.85,108
"666",13225,178.912941176471,6083.04,34
"667",13226,6.763125,108.21,16
"668",13227,28.6333333333333,257.7,9
"669",13228,179,358,2
"670",13229,16.095,160.95,10
"671",13230,4.51537581699346,2763.41,612
"672",13232,6.5873786407767,1357,206
"673",13233,14.0725581395349,605.12,43
"674",13235,17.7770689655172,1031.07,58
"675",13236,18.6479487179487,727.27,39
"676",13238,21.2759375,680.83,32
"677",13239,15.6933333333333,329.56,21
"678",13240,9.82878787878788,648.7,66
"679",13242,20.8,270.4,13
"680",13243,10.3460344827586,600.07,58
"681",13244,4.50888888888889,121.74,27
"682",13245,26.90625,430.5,16
"683",13246,13.4412587412587,1922.1,143
"684",13247,20.0448,501.12,25
"685",13248,17.9107692307692,465.68,26
"686",13249,30.9308695652174,711.41,23
"687",13253,28.6222222222222,1030.4,36
"688",13255,27.9042857142857,390.66,14
"689",13258,18.3836842105263,698.58,38
"690",13259,3.36,292.32,87
"691",13260,69.7025,557.62,8
"692",13261,104.9,944.1,9
"693",13262,18.2081818181818,200.29,11
"694",13263,4.4494022713688,7443.85,1673
"695",13265,23.1610989010989,2107.66,91
"696",13266,18.4043069306931,3717.67,202
"697",13267,19.6626785714286,4404.44,224
"698",13268,7.05291479820628,3145.6,446
"699",13269,16.61225,5315.92,320
"700",13270,590,590,1
"701",13271,1.7649504950495,178.26,101
"702",13272,18.4373333333333,276.56,15
"703",13273,8.68625,138.98,16
"704",13276,19.6976666666667,590.93,30
"705",13277,32.3,258.4,8
"706",13278,11.7984782608696,542.73,46
"707",13279,11.4818181818182,126.3,11
"708",13280,9.58658823529412,814.86,85
"709",13282,26.196,1047.84,40
"710",13283,13.38,93.66,7
"711",13284,14.0107142857143,196.15,14
"712",13285,14.4872727272727,2709.12,187
"713",13291,8.59785714285714,361.11,42
"714",13292,18.6754838709677,578.94,31
"715",13294,16.1803703703704,873.74,54
"716",13295,17.9954545454545,197.95,11
"717",13296,17.48,87.4,5
"718",13297,35.421186440678,2089.85,59
"719",13298,180,360,2
"720",13299,28.5,142.5,5
"721",13300,16.6040909090909,365.29,22
"722",13301,7.502375,600.19,80
"723",13302,63.75,63.75,1
"724",13304,14.3057142857143,300.42,21
"725",13305,24.701975308642,2000.86,81
"726",13307,15,15,1
